NZMW_plus potn progress %,CH4 potn progress %,$/tonne CO2e,CH4 pot reduction % (per year)
100,3.0152748502534,0,0.136684019171167
99.2457642964913,0.764959995732234,25,0.034676045108476
96.9598024868279,5.28889636299619e-05,50,2.39748496497204e-06
93.2136129342193,0.790313098220586,75,0.0358253147832704
88.2117733060393,3.06369562984425,100,0.138878958967558
82.2570500071992,6.62216895125048,125,0.300186454913507
75.697942673717,11.1825086367857,150,0.506909088159475
68.8755220257796,16.4273913986151,175,0.744662424611763
62.0833521580871,22.05147111349,200,0.999604961443365
